,molecule_chembl_id,IC50,units,smiles,pIC50
1441,CHEMBL4095379,16.9,nM,C[C@@H]1CN(C)CCN1c1ccc(Nc2cc(-c3cc(F)cc(N4CCn5c(cc6c5CCCC6)C4=O)c3CO)cn(C)c2=O)nc1,7.772113295386326
1442,CHEMBL3971224,17.0,nM,Cc1c(NC(=O)c2ccc(N(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,7.769551078621726
1443,CHEMBL3890115,17.0,nM,CN(C)C(=O)N1CC=C(c2cc3c(-c4cccc(N5CCc6cc(C7CC7)ccc6C5=O)c4CO)ncnc3[nH]2)CC1,7.769551078621726
1444,CHEMBL3263634,17.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCN(C)CC3)cc2)c2ncn(C)c2n1,7.769551078621726
1445,CHEMBL4217816,17.0,nM,Nc1nc(Nc2ccc(N3CCOCC3)cc2)nc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)n1,7.769551078621726
1446,CHEMBL4114709,17.0,nM,N#C/C(=C\C1CC1)C(=O)N1CCC[C@@H]1Cn1nc(-c2ccc(Oc3c(F)cccc3F)cc2)c2c(N)ncnc21,7.769551078621726
1447,CHEMBL3896703,17.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CCN(S(C)(=O)=O)CC3)cc12,7.769551078621726
1448,CHEMBL4114674,17.0,nM,CC(C)(C)/C=C(\C#N)C(=O)N1CCC(Cc2[nH]c(C3CCC(Oc4ccccc4)CC3)c3c(N)ncnc23)C1,7.769551078621726
1449,CHEMBL4442732,17.0,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccc(F)cc4F)cc3)c(C(N)=O)c2N)C1,7.769551078621726
1450,CHEMBL4280709,17.1,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC(=O)N4CCOCC4)c(OC)c3)ncc2F)c1,7.767003889607846
1451,CHEMBL3670133,17.1,nM,Cn1cc(-c2cccc(N3CCc4c(sc5c4CCCC5)C3=O)c2CO)nc(Nc2ccc(C3CCN(C4COC4)CC3)cc2)c1=O,7.767003889607846
1452,CHEMBL4854001,17.1,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C#N)ccn3)cc2)c(C(N)=O)n1N,7.767003889607846
1453,CHEMBL3919900,17.1,nM,C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(S(C)(=O)=O)CC5)cc4)nc32)c1,7.767003889607846
1454,CHEMBL4284780,17.2,nM,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(CC)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,7.764471553092451
1455,CHEMBL3927641,17.2,nM,CCNC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3ccccc3)cc2F)c2c(N)ncnc21,7.764471553092451
1456,CHEMBL4159628,17.4,nM,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccoc5)cc4c32)ccc1C,7.7594507517174005
1457,CHEMBL4113108,17.5,nM,CC(C)(C)COc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc([C@@H]2CC[C@H]3CCC(=O)N3C2)n2ccnc(N)c12,7.756961951313706
1458,CHEMBL2336005,17.7,nM,Oc1cccc(Nc2ccnc3cc(-c4cccc(CN5CCOCC5)c4)sc23)c1,7.752026733638194
1459,CHEMBL4107727,17.7,nM,CCNC(=O)Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.752026733638194
1460,CHEMBL4161110,17.7,nM,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc4ccc(-c5cn[nH]c5)cc4c32)c1,7.752026733638194
1461,CHEMBL3400979,17.8,nM,CN(C)C(=O)c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1,7.7495799976911055
1462,CHEMBL4868899,17.9,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(CC)ccn3)cc2)c(C(N)=O)n1N,7.747146969020107
1463,CHEMBL3263656,18.0,nM,Cc1c(NC(=O)Nc2ccccc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCOCC3)cc2)c2nc[nH]c2n1,7.7447274948966935
1464,CHEMBL3699643,18.0,nM,Cc1cc(Nc2cc(-c3cccc(N4Cc5cc(C(C)(C)C)sc5C4=O)c3C)n[nH]c2=O)no1,7.7447274948966935
1465,CHEMBL3665117,18.0,nM,Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1N1CNc2cc(C(C)(C)O)ccc2C1=O,7.7447274948966935
1466,CHEMBL3290137,18.0,nM,Cc1ccc(NC(=O)c2cc(Cl)cc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,7.7447274948966935
1467,CHEMBL4537274,18.0,nM,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccc(C)cc3)cc2)CC1,7.7447274948966935
1468,CHEMBL3953494,18.0,nM,C=CC(=O)N1CC(C2CCNc3c(C(N)=O)c(-c4ccc(OCc5ccccn5)cc4)nn32)C1,7.7447274948966935
1469,CHEMBL3290146,18.0,nM,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(Nc2cccc(NC(=O)Cn3sc4ccccc4c3=O)c2)nc1,7.7447274948966935
1470,CHEMBL4227768,18.1,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCNc3ccccc3)c3c(N)ncnc32)C1,7.7423214251308154
1471,CHEMBL4086354,18.1,nM,O=c1c2c(F)cc(C3CC3)cc2ccn1-c1cccc(-c2ccnc3[nH]c(-c4ccc(CN5CCOCC5)cc4)cc23)c1CO,7.7423214251308154
1472,CHEMBL4850186,18.1,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C)ccn3)cc2)c(C(N)=O)n1N,7.7423214251308154
1473,CHEMBL4225328,18.11,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCOc3cccc(Cl)c3)c3c(N)ncnc32)C1,7.742081549685942
1474,CHEMBL3402569,18.2,nM,O=C(c1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)cc1)N1CCOCC1,7.739928612014925
1475,CHEMBL3649454,18.23,nM,Cn1cc(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)nc1C(N)=O,7.739213331345024
1476,CHEMBL4459604,18.4,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CSC(=S)NCc4cccnc4)cc3)ncc2F)c1,7.735182176990463
1477,CHEMBL4846437,18.4,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccc(C)cn3)cc2)c(C(N)=O)n1N,7.735182176990463
1478,CHEMBL4435537,18.5,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCSC(=S)NCc4ccccn4)cc3)ncc2F)c1,7.732828271596986
1479,CHEMBL4855655,18.7,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3nccs3)cc2)c(C(N)=O)n1N,7.7281583934635005
1480,CHEMBL4545868,18.8,nM,C=CC(=O)N1CC[C@@H](n2nc(C#CCOc3ccccc3)c3c(N)ncnc32)C1,7.72584215073632
1481,CHEMBL4867982,18.9,nM,C=CC(=O)N1CCC[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(CC)ccn4)cc3)c(C(N)=O)n2N)C1,7.723538195826756
1482,CHEMBL3955025,19.0,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1NCCc1cc([N+](=O)[O-])ccc1-2,7.721246399047171
1483,CHEMBL3263639,19.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(N3CCNCC3)cc2)c2ncn(C)c2n1,7.721246399047171
1484,CHEMBL3929088,19.0,nM,C=CC(=O)N(C)c1ccccc1C1CCNc2c(C(N)=O)c(-c3ccc(Oc4ccc(F)cc4)cc3)nn21,7.721246399047171
1485,CHEMBL3621514,19.0,nM,Cc1c(N)cccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,7.721246399047171
1486,CHEMBL505896,19.0,nM,COc1cc2c(Oc3ccc(-c4cnc(Cc5ccccc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,7.721246399047171
1487,CHEMBL3980902,19.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCNCC3)cc12,7.721246399047171
1488,CHEMBL4074840,19.0,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCCC1,7.721246399047171
1489,CHEMBL4739958,19.0,nM,C=CC(=O)N1CCC(c2c[nH]c3ncnc(-c4cc(F)cc(NC(=O)c5ccc(C6CC6)cc5)c4C)c23)CC1,7.721246399047171
1490,CHEMBL4166849,19.1,nM,C=CC(=O)Nc1cccc(-n2c(=O)ccc3cnc4ccc(-c5ccc(N)nc5)cc4c32)c1,7.718966632752272
1491,CHEMBL1916717,19.1,nM,CCN(C(=O)/C=C/CN(C)C)c1cc2c(cc1OC)nc(Nc1ccccc1C)c1cncn12,7.718966632752272
1492,CHEMBL4861647,19.1,nM,C=CC(=O)N1CC(c2cnn3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)[nH]c23)C1,7.718966632752272
1493,CHEMBL4852748,19.4,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(Cl)ccn3)cc2)c(C(N)=O)n1N,7.7121982700697735
1494,CHEMBL4114819,20.0,nM,CC(C)(N)/C=C(\C#N)C(=O)N1CCCC1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2F)c2c(N)ncnc21,7.698970004336019
1495,CHEMBL4448363,20.0,nM,O=C(Nc1cccc(C2CCCN(c3ncnc4[nH]ccc34)C2)c1)Nc1ccccc1N1CCCC1,7.698970004336019
1496,CHEMBL3401292,20.0,nM,Cc1c(NC(=O)c2cc3c(s2)CCCC3)cccc1-c1cn(C)c(=O)c(Nc2ccc([C@H]3C(=O)N(C)CCN3C)cc2)n1,7.698970004336019
1497,CHEMBL3950134,20.0,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCN(C)CC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,7.698970004336019
1498,CHEMBL3290134,20.0,nM,Cc1ccc(NC(=O)c2cccc(Cl)c2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,7.698970004336019
1499,CHEMBL3746971,20.0,nM,Cc1ccc(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)c(C)c1NC(=O)c1cc2ccccc2s1,7.698970004336019
1500,CHEMBL3746820,20.0,nM,Cc1ccc(-c2cn(C)c(=O)c(Nc3ccc(C4C(=O)N(C)CCN4C)cc3)n2)c(C)c1NC(=O)c1cc2c(s1)CCCC2,7.698970004336019
1501,CHEMBL3895297,20.0,nM,C=CC(=O)N1CCc2[nH]c3c(C(N)=O)c(-c4ccc(OCc5ccccc5)cc4)nn3c2C1,7.698970004336019
1502,CHEMBL3652649,20.0,nM,Cn1cc(-c2ccnc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc1C(N)=O,7.698970004336019
1503,CHEMBL4085200,20.0,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CN(CCOC)CCOC)c(C)c3)ncc2Cl)c1,7.698970004336019
1504,CHEMBL3647971,20.0,nM,C/C=C/C(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,7.698970004336019
1505,CHEMBL4216909,20.2,nM,Cn1cc(Nc2nc(N)cc(-c3cccc(-n4ccc5cc(C6CC6)cc(F)c5c4=O)c3CO)n2)cc1C#N,7.694648630553377
1506,CHEMBL3702842,20.4,nM,CC(C)/C=C(\C#N)C(=O)N1CC(Cn2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,7.690369832574101
1507,CHEMBL3889963,20.4,nM,CC(C)/C=C(/C#N)C(=O)N1CC(Cn2nc(-c3ccc(Oc4ccccc4)cc3F)c3c(N)ncnc32)C1,7.690369832574101
1508,CHEMBL4083867,20.6,nM,Cn1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ccnc3[nH]2)n1,7.686132779630847
1509,CHEMBL4278325,20.8,nM,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(C(C)C)c3cnc(Nc4ccc(N(C)CCN(C)C)cc4OC)nc32)c1,7.681936665037238
1510,CHEMBL4228086,20.85,nM,C=CC(=O)N1CCC[C@@H](n2nc(C#CCOc3cccc(C)c3)c3c(N)ncnc32)C1,7.680893940690224
1511,CHEMBL3919539,21.0,nM,C=CC(=O)Nc1ccc2c(c1)c(=O)[nH]c1c(C(N)=O)c(-c3ccc(Oc4ccccc4)cc3)nn12,7.6777807052660805
1512,CHEMBL3612846,21.0,nM,Nc1ncc(-c2cnn(CCC(=O)O)c2)c2scc(-c3ccc(Oc4ccccc4)cc3)c12,7.6777807052660805
1513,CHEMBL4076543,21.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc(Nc2ccc(C(=O)N3CCOCC3)cc2)c(=O)n(C)c1,7.6777807052660805
1514,CHEMBL4542934,21.0,nM,C=CC(=O)N[C@@H]1CC[C@H](Nc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)C1,7.6777807052660805
1515,CHEMBL4791249,21.0,nM,C=CC(=O)Nc1cccc(Nc2ncnc(Nc3ccc(C(=O)N4CCCCC4)cc3)n2)c1,7.6777807052660805
1516,CHEMBL3358395,21.0,nM,Cn1cc(-c2cccc(-n3ccc4cc(C5CC5)cc(F)c4c3=O)c2CO)cc(Nc2ccc(C3CCN(C4COC4)CC3)cn2)c1=O,7.6777807052660805
1517,CHEMBL4088999,21.0,nM,C=CC(=O)Nc1cc(Nc2cc(-c3cccc(NC(=O)c4ccc(C(C)(C)C)cc4)c3C)cn(C)c2=O)ccc1C(=O)N1CCCC(O)C1,7.6777807052660805
1518,CHEMBL3987117,21.0,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(C(=O)N5CCC(O)CC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O,7.6777807052660805
1519,CHEMBL3958000,21.0,nM,Cc1c(-c2ncnc3[nH]c(-c4ccc(N5CCN(C)CC5)cc4)cc23)cccc1N1CCOc2cc(C3CC3)ccc2C1=O,7.6777807052660805
1520,CHEMBL3402576,21.3,nM,Cn1ccc(-c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)n1,7.671620396561262
1521,CHEMBL3972321,21.6,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCCP(=O)(OCC)OCC)cc3)ncc2F)c1,7.665546248849069
1522,CHEMBL4285217,21.8,nM,C=CC(=O)Nc1cccc(-n2c(=O)c(=O)n(CCC)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1,7.661543506395395
1523,CHEMBL3665116,22.0,nM,Cc1c(-c2cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c(=O)n(C)c2)cccc1N1CNc2cc(N(C)C)ccc2C1=O,7.657577319177793
1524,CHEMBL3290151,22.0,nM,C=CC(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4ccc5ccccc5c4)ccc3C)cn2)c1,7.657577319177793
1525,CHEMBL4776688,22.0,nM,N#C/C(=C\C1CC1)C(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)n[nH]c(=O)c32)C1,7.657577319177793
1526,CHEMBL4216036,22.0,nM,Nc1nc2c(s1)CC(n1nc(-c3cc(F)c4[nH]ccc4c3)c3c(N)ncnc31)CC2,7.657577319177793
1527,CHEMBL3621516,22.0,nM,CN1CCN(C(=O)c2ccc3c(c2)[nH]c2c(C(N)=O)ccc(-c4ccc(F)cc4F)c23)CC1,7.657577319177793
1528,CHEMBL3960361,22.0,nM,CCN1CC=C(c2cc3c(-c4cccc(N5CCOc6cc(C7CC7)cc(F)c6C5=O)c4CO)ccnc3[nH]2)CC1,7.657577319177793
1529,CHEMBL3966346,22.0,nM,O=C1c2c(F)cc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(C4=CCN(C5COC5)CC4)cc23)c1CO,7.657577319177793
1530,CHEMBL4647342,22.0,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(NC(=O)CC2CC2)c1=O,7.657577319177793
1531,CHEMBL4224933,22.18,nM,C=CC(=O)N1CCC[C@@H](n2nc(CCCOc3ccccc3)c3c(N)ncnc32)C1,7.654038458186859
1532,CHEMBL3926657,22.2,nM,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2C1CCCN(C(=O)/C=C/c2c[nH]cn2)C1,7.653647025549361
1533,CHEMBL4087240,22.4,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCC4CCCO4)cc3)ncc2F)c1,7.649751981665837
1534,CHEMBL4087694,22.6,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CN(CCOC)CCOC)cc3)ncc2Cl)c1,7.645891560852599
1535,CHEMBL4854853,22.6,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(Br)ccn3)cc2)c(C(N)=O)n1N,7.645891560852599
1536,CHEMBL4878506,22.6,nM,C=CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(C(C)C)ccn3)cc2)c(C(N)=O)n1N,7.645891560852599
1537,CHEMBL4866645,22.7,nM,CNC(=O)[C@H]1Cc2c([nH]c3ccccc23)CN1C(=O)[C@@H](Cc1ccccc1)NC(=O)c1c[nH]c(C(N)=O)c1,7.6439741428068775
1538,CHEMBL4861285,22.8,nM,CC#CC(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3cc(-c4ccc(C#N)cc4)ccn3)cc2)c(C(N)=O)n1N,7.642065152999546
1539,CHEMBL3670079,22.9,nM,Cc1c(-c2cc(Nc3cc4n(n3)CCN(C)C4)c(=O)[nH]n2)cccc1N1CCn2c(cc3ccccc32)C1=O,7.6401645176601125
1540,CHEMBL3982378,23.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCSCC3)cc12,7.638272163982407
1541,CHEMBL3904945,23.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cc(F)cc1-c1ncnc2[nH]c(C3=CCN(C(=O)N(C)C)CC3)cc12,7.638272163982407
1542,CHEMBL4117175,23.0,nM,Cn1nc(-c2cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c2CO)cc(Nc2ccc(C(=O)N3CCOCC3)cn2)c1=O,7.638272163982407
1543,CHEMBL4513614,23.0,nM,C=CC(=O)N1CC(Oc2c(N)ncnc2-c2cc(F)cc(NC(=O)c3ccc(C(C)(C)O)cc3F)c2C)C1,7.638272163982407
1544,CHEMBL4248271,23.0,nM,C=CC(=O)N(C)c1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(C)(C)O)ccc4c23)c1,7.638272163982407
1545,CHEMBL3964516,23.0,nM,NC(=O)c1c(-c2ccc(Oc3ccccc3)cc2)nn2c1[nH]c1cc(N)ccc12,7.638272163982407
1546,CHEMBL4550271,23.0,nM,C=CC(=O)Nc1cccc(Oc2ncncc2-c2ccc(Oc3ccccc3)cc2)c1,7.638272163982407
1547,CHEMBL4128567,23.0,nM,C=CC(=O)Nc1cccc(-n2c(=O)n(CCc3ccccc3)c(=O)c3cnc(Nc4ccc(N5CCC(N(C)C)CC5)cc4OC)nc32)c1,7.638272163982407
1548,CHEMBL3905197,23.0,nM,CC(=O)c1ccc(C(=O)Nc2cc(F)cc(-c3ncnc4[nH]c(C5=CCN(C(=O)N(C)C)CC5)cc34)c2C)cc1,7.638272163982407
1549,CHEMBL4248386,23.0,nM,C=CS(=O)(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c(C)c(C)c23)c1C,7.638272163982407
1550,CHEMBL4229083,23.2,nM,C=CC(=O)N1CCC[C@@H](n2nc(/C=C\COc3ccccc3)c3c(N)ncnc32)C1,7.634512015109101
1551,CHEMBL4548939,23.3,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCSC(=S)N(CC)CC)cc3)ncc2F)c1,7.632644078973981
1552,CHEMBL4069790,23.5,nM,Cn1cc(-c2ccnc(N3CCn4c(cc5c4CC(C)(C)C5)C3=O)c2CO)cc(Nc2ccc(C3CN(C4COC4)C3)cn2)c1=O,7.628932137728263
1553,CHEMBL4204398,23.6,nM,C=CC(=O)NCC(=O)NC1Cn2c(c(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1=C,7.627087997029893
1554,CHEMBL4435828,23.7,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NC(=O)CCSC(=S)NCc4cccnc4)cc3)ncc2F)c1,7.625251653989896
1555,CHEMBL4111257,23.7,nM,Nc1nccn2c([C@@H]3CC[C@H]4CCC(=O)N4C3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3OC3CCCC3)c12,7.625251653989896
1556,CHEMBL4215470,23.8,nM,C=CC(=O)NC1(C(=O)NC2Cn3c(c(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)C2=C)CC1,7.623423042943488
1557,CHEMBL4097689,23.8,nM,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(NS(=O)(=O)c4ccc(OC)cc4)cc3)ncc2[N+](=O)[O-])c1,7.623423042943488
1558,CHEMBL3809874,23.9,nM,C=CC(=O)N1CCC[C@@H](n2c(=O)n(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,7.621602099051862
1559,CHEMBL3921217,24.0,nM,CC(C)(C)c1ccc(C(=O)Nc2cccc(-c3ncnc4[nH]c(C5=CCC6(CC5)OCCO6)cc34)c2CO)cc1,7.619788758288394
1560,CHEMBL3621501,24.0,nM,Cc1ccccc1-c1ccc(C(N)=O)c2[nH]c3cc(C(=O)N4CCN(C)CC4)ccc3c12,7.619788758288394
1561,CHEMBL4469132,24.0,nM,Cn1c2c(cc(Nc3ccc(C(=O)N4CCOCC4)cn3)c1=O)-c1cccc(-n3ncc4cc(C(C)(C)C)cc(F)c4c3=O)c1CC(O)C2,7.619788758288394
1562,CHEMBL3897842,24.0,nM,Nc1ccc2c(c1)CC(n1nc(-c3cc(F)c4c(c3)NCCO4)c3c(N)ncnc31)C2,7.619788758288394
1563,CHEMBL3940302,24.0,nM,C=CC(=O)NCC1CCNc2c(C(N)=O)c(-c3ccc(OCc4ccccc4)cc3)nn21,7.619788758288394
1564,CHEMBL4633295,24.0,nM,C=CC(=O)NCCOc1cc(C(OC2CCOCC2)c2ccccc2)cc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12,7.619788758288394
1565,CHEMBL3912276,24.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1ncnc2[nH]c(C3=CC[S+]([O-])CC3)cc12,7.619788758288394
1566,CHEMBL3290140,24.0,nM,Cc1ccc(NC(=O)/C=C/c2ccccc2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,7.619788758288394
1567,CHEMBL4071759,24.5,nM,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5cnc6ccccc6c5)cc4c32)ccc1C,7.610833915635467
1568,CHEMBL4068839,24.5,nM,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(OCc4ccccn4)c(Cl)c3)c3c(N)ncnc32)C1,7.610833915635467
1569,CHEMBL4112798,24.6,nM,Cn1nc(NC(=O)c2cc(Cl)c(-c3nc([C@@H]4CC[C@H]5CCC(=O)N5C4)n4c(Cl)cnc(N)c34)cc2F)cc1C(F)(F)F,7.609064892896621
1570,CHEMBL3402588,24.8,nM,O=c1c2c(F)cc(C3CC3)cc2ccn1-c1cccc(-c2ncnc3[nH]c(C4=CCN(C5COC5)CC4)cc23)c1CO,7.605548319173783
1571,CHEMBL4113153,24.9,nM,Nc1nccn2c([C@H]3CN4C(=O)OC[C@H]4CO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.603800652904264
1572,CHEMBL4114721,25.0,nM,N#C/C(=C\C1CC1)C(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,7.6020599913279625
1573,CHEMBL4759341,25.0,nM,Nc1nccn2c([C@H]3CN4C(=O)OC[C@@H]4CO3)nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c12,7.6020599913279625
1574,CHEMBL3263632,25.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1nc(Nc2ccc(C(=O)N3CCNCC3)cc2)c2ncn(C)c2n1,7.6020599913279625
1575,CHEMBL4858294,25.0,nM,Cc1c(NC(=O)c2ccc(C(C)(C)C)cc2)cccc1-c1cc2[nH]cnc2c(Nc2ccc(C(=O)N3CCOCC3)cc2)n1,7.6020599913279625
1576,CHEMBL3290139,25.0,nM,Cc1ccc(NC(=O)c2ccc(C(F)(F)F)cc2)cc1C(=O)Nc1cnc(Nc2cccc(N)c2)nc1,7.6020599913279625
1577,CHEMBL3894094,25.0,nM,O=C1c2ccc(C3CC3)cc2OCCN1c1cccc(-c2ccnc3[nH]c(-c4ccc(C(O)CO)cc4)cc23)c1CO,7.6020599913279625
1578,CHEMBL4241920,25.0,nM,C=CC(=O)N[C@H]1CCN(c2ccc(C(N)=O)c(Oc3ccc(Oc4ccccc4)cc3)n2)C1,7.6020599913279625
1579,CHEMBL4640099,25.0,nM,C=CC(=O)NCCOc1cccc2[nH]c(-c3n[nH]c4cc(C(F)F)ccc34)cc12,7.6020599913279625
1580,CHEMBL3402586,25.2,nM,CNC(=O)N1CC=C(c2cc3c(-c4cccc(-n5ccc6cc(C7CC7)cc(F)c6c5=O)c4CO)ncnc3[nH]2)CC1,7.598599459218455
1581,CHEMBL4162994,25.3,nM,C=CC(=O)Nc1cc(-n2c(=O)ccc3cnc4ccc(-c5ccccc5)cc4c32)ccc1C,7.596879478824182
1582,CHEMBL3942076,25.5,nM,CNC(C)(C)/C=C(\C#N)C(=O)N1CCC[C@H]1Cn1nc(-c2ccc(Oc3cccc(F)c3F)cc2F)c2c(N)ncnc21,7.5934598195660445
1583,CHEMBL3612844,25.5,nM,CNC(=O)CCn1cc(-c2cnc(N)c3c(-c4ccc(Oc5ccccc5)cc4)csc23)cn1,7.5934598195660445
